City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
138,Sinnamary,GF,2023-01-31 05:50:49,5.3833,-52.95,74.28,88,72,2.59
139,Koroni,GR,2023-01-31 05:50:50,36.8,21.95,47.07,70,76,16.98
140,Eirunepe,BR,2023-01-31 05:50:50,-6.6603,-69.8736,70.9,99,100,0.49
141,Egvekinot,RU,2023-01-31 05:50:50,66.3167,-179.1667,22.8,97,100,5.91
142,Mirnyy,RU,2023-01-31 05:50:51,62.5353,113.9611,-16.33,95,100,5.75
143,Kruisfontein,ZA,2023-01-31 05:50:51,-34.0033,24.7314,64.89,78,97,10.07
144,Sayyan,YE,2023-01-31 05:50:51,15.1718,44.3244,58.82,54,2,1.77
145,Saldanha,ZA,2023-01-31 05:50:52,-33.0117,17.9442,59.05,74,2,5.5
146,Almaznyy,RU,2023-01-31 05:50:52,48.0448,40.045,33.12,95,46,6.33
147,Nishihara,JP,2023-01-31 05:50:52,26.1842,127.7558,65.86,50,0,9.22
148,Duldurga,RU,2023-01-31 05:50:53,50.6761,113.5931,12.76,65,47,21.16
149,Kavaratti,IN,2023-01-31 05:50:53,10.5669,72.642,80.1,76,96,18.9
150,Torbay,CA,2023-01-31 05:50:53,47.6666,-52.7314,32.58,96,75,8.05
151,Buraydah,SA,2023-01-31 05:50:53,26.326,43.975,61.25,58,20,16.98
152,Emerald,AU,2023-01-31 05:50:54,-23.5333,148.1667,87.35,57,97,17.31
153,Pangnirtung,CA,2023-01-31 05:50:54,66.1451,-65.7125,-27.47,98,100,2.28
154,Cabedelo,BR,2023-01-31 05:50:55,-6.9811,-34.8339,77.67,74,84,11.77
155,Faanui,PF,2023-01-31 05:50:55,-16.4833,-151.75,81.46,74,42,12.97
156,Campbell River,CA,2023-01-31 05:50:46,50.0163,-125.2446,33.46,100,75,2.3
157,Nanortalik,GL,2023-01-31 05:50:55,60.1432,-45.2371,21.34,92,100,7.43
158,Sidi Ali,DZ,2023-01-31 05:50:56,36.0998,0.4206,43.09,76,0,4.18
159,Tuatapere,NZ,2023-01-31 05:50:56,-46.1333,167.6833,69.46,75,65,3.69
160,Roald,NO,2023-01-31 05:50:56,62.5833,6.1333,37.76,75,75,11.5
161,Sitka,US,2023-01-31 05:50:29,57.0531,-135.33,37.29,87,100,8.05
162,Geneva,US,2023-01-31 05:50:57,41.8875,-88.3054,6.66,68,0,8.05
163,Airai,TL,2023-01-31 05:50:57,-8.9266,125.4092,67.1,90,100,2.17
164,Daru,PG,2023-01-31 05:50:57,-9.0763,143.2092,83.5,80,90,6.44
165,Lompoc,US,2023-01-31 05:50:57,34.6391,-120.4579,48.61,71,0,16.11
166,Beloha,MG,2023-01-31 05:50:58,-25.1667,45.05,76.48,62,86,12.75
167,Coari,BR,2023-01-31 05:50:58,-4.085,-63.1414,72.66,98,100,2.86
168,Port-Gentil,GA,2023-01-31 05:50:58,-0.7193,8.7815,73.36,100,20,3.44
169,Kodiak,US,2023-01-31 05:50:59,57.79,-152.4072,38.71,100,100,5.75
170,Muswellbrook,AU,2023-01-31 05:50:59,-32.2667,150.9,80.98,54,89,9.19
171,Whitehorse,CA,2023-01-31 05:51:00,60.7161,-135.0538,18.81,96,75,1.01
172,Nelson Bay,AU,2023-01-31 05:51:00,-32.7167,152.15,78.12,73,45,13.0
173,Lluta,PE,2023-01-31 05:51:00,-16.0147,-72.0142,49.15,95,100,4.29
174,Saint-Philippe,RE,2023-01-31 05:51:01,-21.3585,55.7679,85.12,82,56,7.78
175,Maarianhamina,AX,2023-01-31 05:51:01,60.0973,19.9348,33.66,75,0,12.66
176,Glenwood Springs,US,2023-01-31 05:51:01,39.5505,-107.3248,20.41,80,100,13.8
177,Khorramshahr,IR,2023-01-31 05:52:02,30.4397,48.1664,62.56,82,100,16.11
178,Lasa,IT,2023-01-31 05:52:02,46.6166,10.7002,29.7,79,46,8.88
179,Kaeo,NZ,2023-01-31 05:52:02,-35.1,173.7833,72.32,93,100,16.69
180,Narsaq,GL,2023-01-31 05:52:03,60.9167,-46.05,11.89,95,100,2.75
181,Berlevag,NO,2023-01-31 05:52:03,70.8578,29.0864,30.15,80,40,10.36
182,Klaksvik,FO,2023-01-31 05:52:03,62.2266,-6.589,40.12,68,73,26.62
183,Ponta Do Sol,PT,2023-01-31 05:52:04,32.6667,-17.1,60.71,56,51,6.71
184,Biak,ID,2023-01-31 05:52:04,-0.9131,122.8766,81.73,74,100,2.01
185,Colares,PT,2023-01-31 05:52:04,38.7992,-9.4469,45.9,62,0,14.0
186,Beachwood,US,2023-01-31 05:49:26,41.4645,-81.5087,23.59,84,100,20.71
187,Yumen,CN,2023-01-31 05:52:05,40.2833,97.2,27.41,24,93,6.71
188,Coihaique,CL,2023-01-31 05:52:05,-45.5752,-72.0662,44.55,76,0,2.3
189,Maputo,MZ,2023-01-31 05:52:05,-25.9653,32.5892,74.88,88,75,5.01
190,Mareeba,AU,2023-01-31 05:52:06,-17.0,145.4333,86.43,78,98,2.93
191,Alvaraes,BR,2023-01-31 05:52:06,-3.2208,-64.8042,72.21,98,93,2.86
192,Kulhudhuffushi,MV,2023-01-31 05:52:06,6.6221,73.07,80.51,76,98,12.41
193,Kasongo-Lunda,CD,2023-01-31 05:52:07,-6.4667,16.8167,69.85,91,93,0.63
194,Kyra,RU,2023-01-31 05:52:07,49.5776,111.9753,11.97,64,13,24.36
195,Haflong,IN,2023-01-31 05:52:07,25.1833,93.0333,83.1,19,2,0.36
196,Talnakh,RU,2023-01-31 05:52:08,69.4865,88.3972,2.21,97,100,11.61
197,Vardo,NO,2023-01-31 05:52:08,70.3705,31.1107,28.38,93,75,5.75
198,Lata,PT,2023-01-31 05:52:08,40.1629,-8.3327,30.07,75,0,3.87
199,Havelock,US,2023-01-31 05:52:08,34.8791,-76.9013,57.15,90,100,5.75
200,Rawson,AR,2023-01-31 05:52:09,-43.3002,-65.1023,59.5,65,20,13.56
201,Cururupu,BR,2023-01-31 05:52:09,-1.8283,-44.8683,72.63,98,98,0.78
202,Sakakah,SA,2023-01-31 05:52:09,29.9697,40.2064,54.97,56,90,6.62
203,New Norfolk,AU,2023-01-31 05:52:10,-42.7826,147.0587,79.92,25,1,4.0
204,Bridlington,GB,2023-01-31 05:52:10,54.0831,-0.1919,46.33,84,98,23.13
205,Maua,BR,2023-01-31 05:52:10,-23.6678,-46.4614,71.37,86,100,6.13
206,Maxixe,MZ,2023-01-31 05:52:11,-23.8597,35.3472,80.15,64,84,10.94
207,Jinchang,CN,2023-01-31 05:52:11,38.4953,102.1739,32.43,18,41,5.41
208,Shache,CN,2023-01-31 05:52:11,38.4167,77.2406,26.37,60,70,2.19
209,Delmas,HT,2023-01-31 05:52:12,18.5447,-72.3028,74.12,78,7,3.44
210,Vila Velha,BR,2023-01-31 05:52:12,-20.3297,-40.2925,73.35,90,40,3.44
211,Maroantsetra,MG,2023-01-31 05:52:12,-15.4333,49.7333,80.89,80,68,1.41
212,Manta,EC,2023-01-31 05:52:13,-0.95,-80.7333,78.58,83,0,1.14
213,Bethel,US,2023-01-31 05:52:13,41.3712,-73.414,43.93,82,100,3.44
214,Englehart,CA,2023-01-31 05:52:13,47.8169,-79.8664,-14.24,84,0,2.3
215,Leander,US,2023-01-31 05:48:37,30.5788,-97.8531,29.86,90,100,8.01
216,Oak Ridge,US,2023-01-31 05:49:11,36.0104,-84.2696,51.44,84,100,0.0
217,Ligayan,PH,2023-01-31 05:52:14,4.6533,119.4706,80.2,78,97,4.03
218,Ca Mau,VN,2023-01-31 05:52:14,9.1769,105.15,89.64,39,40,7.2
219,Muscle Shoals,US,2023-01-31 05:52:14,34.7448,-87.6675,48.34,93,100,3.44
220,Rio Grande,BR,2023-01-31 05:52:15,-32.035,-52.0986,73.42,85,14,3.09
221,Morondava,MG,2023-01-31 05:52:15,-20.2833,44.2833,81.64,78,50,3.33
222,Chimbote,PE,2023-01-31 05:52:15,-9.0853,-78.5783,69.98,81,98,5.03
223,Buenos Aires,AR,2023-01-31 05:51:27,-34.6132,-58.3772,75.97,84,20,10.36
224,Fairbanks,US,2023-01-31 05:49:39,64.8378,-147.7164,22.96,84,100,4.61
225,Ixtapa,MX,2023-01-31 05:53:16,20.7,-105.2,66.43,75,42,2.95
226,Matara,LK,2023-01-31 05:53:16,5.9485,80.5353,79.48,74,95,8.16
227,Harper,LR,2023-01-31 05:53:16,4.375,-7.7169,78.03,84,59,1.88
228,Panjab,AF,2023-01-31 05:53:17,34.388,67.0233,18.3,91,99,3.83
229,Goya,AR,2023-01-31 05:53:17,-29.14,-59.2626,72.77,40,0,4.09
230,Makakilo City,US,2023-01-31 05:53:17,21.3469,-158.0858,73.72,85,75,9.22
231,Pochutla,MX,2023-01-31 05:53:18,15.7432,-96.4661,75.81,68,0,3.8
232,Marzuq,YE,2023-01-31 05:53:18,14.4,46.4667,69.03,36,23,2.89
233,Mahonda,TZ,2023-01-31 05:53:18,-6.45,39.4667,82.51,73,81,7.7
234,Likasi,CD,2023-01-31 05:53:19,-10.9814,26.7333,64.09,96,100,0.54
235,Victoria Point,AU,2023-01-31 05:53:19,-27.5833,153.3,91.69,74,63,1.01
236,Gurkovo,BG,2023-01-31 05:53:19,42.6667,25.8,34.97,75,100,7.25
237,Abnub,EG,2023-01-31 05:53:20,27.2696,31.1511,48.42,42,0,8.48
238,Stornoway,GB,2023-01-31 05:53:20,58.2093,-6.3865,38.03,82,75,27.63
239,Ravar,IR,2023-01-31 05:53:20,31.2656,56.8055,58.14,30,33,7.02
240,Richards Bay,ZA,2023-01-31 05:53:21,-28.783,32.0377,75.49,85,95,9.86
241,Namibe,AO,2023-01-31 05:53:21,-15.1961,12.1522,72.43,77,100,3.98
242,Pevek,RU,2023-01-31 05:53:21,69.7008,170.3133,17.44,89,100,4.21
243,Grants,US,2023-01-31 05:53:22,35.1473,-107.8514,21.43,68,0,0.0
244,Cam Ranh,VN,2023-01-31 05:53:22,11.9214,109.1591,80.56,61,40,13.8
245,Puerto Rico,AR,2023-01-31 05:53:22,-26.796,-55.024,68.43,99,99,2.26
246,Great Bend,US,2023-01-31 05:53:22,38.3645,-98.7648,12.33,74,100,8.05
247,Mali,GN,2023-01-31 05:53:23,12.079,-12.2982,57.88,18,53,2.91
248,Mount Isa,AU,2023-01-31 05:53:23,-20.7333,139.5,82.17,74,75,1.14
249,Igarka,RU,2023-01-31 05:53:23,67.4667,86.5833,0.88,94,100,18.77
250,Douglas,US,2023-01-31 05:51:29,41.3,-96.167,4.39,76,0,0.0
251,Lerwick,GB,2023-01-31 05:53:24,60.1545,-1.1494,44.6,77,79,32.82
252,Alice Springs,AU,2023-01-31 05:53:24,-23.7,133.8833,88.21,40,100,5.75
253,Walajapet,IN,2023-01-31 05:53:24,12.9333,79.3833,85.69,45,71,14.97
254,Malartic,CA,2023-01-31 05:53:25,48.1335,-78.1328,-9.29,100,59,1.99
255,Coffs Harbour,AU,2023-01-31 05:53:25,-30.3,153.1333,75.13,94,75,5.75
256,Laguna,US,2023-01-31 05:53:25,38.421,-121.4238,46.53,39,0,11.5
257,La Paz,BO,2023-01-31 05:52:36,-16.5,-68.15,48.18,100,75,2.3
258,Chuy,UY,2023-01-31 05:53:26,-33.6971,-53.4616,67.77,95,3,2.64
259,Bengkulu,ID,2023-01-31 05:53:26,-3.8004,102.2655,83.97,69,100,8.41
260,Port Blair,IN,2023-01-31 05:53:26,11.6667,92.75,84.24,70,40,10.36
261,Naze,JP,2023-01-31 05:51:57,28.3667,129.4833,59.92,50,1,2.06
262,Pangody,RU,2023-01-31 05:53:27,65.85,74.4859,-8.43,99,93,7.65
263,Jalu,LY,2023-01-31 05:53:27,29.0331,21.5482,48.7,81,0,9.48
264,Izumo,JP,2023-01-31 05:53:27,35.3667,132.7667,44.49,61,75,10.36
265,Tonj,SS,2023-01-31 05:53:28,7.2737,28.6822,82.92,16,2,3.09
266,Narayanpet,IN,2023-01-31 05:53:28,16.7333,77.5,84.13,38,81,8.23
267,Tchollire,CM,2023-01-31 05:53:28,8.4022,14.1698,72.3,21,1,2.98
268,Hasaki,JP,2023-01-31 05:53:29,35.7333,140.8333,46.22,37,91,5.66
269,Praia Da Vitoria,PT,2023-01-31 05:53:29,38.7333,-27.0667,53.85,94,40,12.82
270,Marrakesh,MA,2023-01-31 05:53:29,31.6315,-8.0083,42.87,70,40,11.5
271,Constitucion,CL,2023-01-31 05:53:30,-35.3333,-72.4167,61.14,79,0,10.96
272,Rio Gallegos,AR,2023-01-31 05:53:30,-51.6226,-69.2181,50.05,57,0,9.22
273,Ancud,CL,2023-01-31 05:53:30,-41.8697,-73.8203,46.99,76,0,4.94
274,Svetlaya,RU,2023-01-31 05:54:30,46.5389,138.3297,15.21,49,0,4.32
275,Westport,US,2023-01-31 05:54:31,41.1415,-73.3579,46.56,86,41,1.99
276,Verkh-Suetka,RU,2023-01-31 05:54:31,53.3,80.05,3.13,89,64,4.72
277,Morgan City,US,2023-01-31 05:54:31,29.6994,-91.2068,68.0,100,100,0.0
278,Ulladulla,AU,2023-01-31 05:54:32,-35.35,150.4667,73.63,67,57,12.68
279,Serpa,PT,2023-01-31 05:54:32,37.9458,-7.5975,39.16,72,0,7.02
280,Souillac,MU,2023-01-31 05:54:32,-20.5167,57.5167,82.78,78,40,0.0
281,Bidor,MY,2023-01-31 05:54:33,4.1139,101.2884,84.45,67,100,1.68
282,Blagoyevo,RU,2023-01-31 05:54:33,63.3667,47.9167,22.26,93,100,12.86
283,Kitimat,CA,2023-01-31 05:50:33,54.0524,-128.6534,30.9,31,100,2.04
284,Solnechnyy,RU,2023-01-31 05:54:33,50.7214,136.6319,-3.1,92,67,4.72
285,Mayor Pablo Lagerenza,PY,2023-01-31 05:54:34,-19.9309,-60.7718,73.54,93,80,6.35
286,Cidreira,BR,2023-01-31 05:54:34,-30.1811,-50.2056,73.51,92,3,10.89
287,Chenzhou,CN,2023-01-31 05:54:34,25.8,113.0333,70.72,31,0,8.9
288,Aklavik,CA,2023-01-31 05:54:35,68.2191,-135.0107,-31.56,100,28,1.5
289,Alta Floresta,BR,2023-01-31 05:54:35,-9.8756,-56.0861,68.9,99,97,2.84
290,Basco,PH,2023-01-31 05:54:35,20.4487,121.9702,70.95,64,16,22.77
291,Port Hardy,CA,2023-01-31 05:54:36,50.6996,-127.4199,35.78,75,100,5.75
292,Galesong,ID,2023-01-31 05:54:36,-5.3166,119.3661,84.22,78,100,9.13
293,Isangel,VU,2023-01-31 05:54:36,-19.55,169.2667,82.09,75,100,3.11
294,Dire Dawa,ET,2023-01-31 05:54:37,9.5931,41.8661,69.94,53,7,4.05
295,Mahebourg,MU,2023-01-31 05:54:37,-20.4081,57.7,85.24,78,40,0.0
